Time step,Item Type,Mean,SEM
183,Cohort,0.045000000000000005,0.008535073220806575
184,Cohort,0.04583333333333334,0.008535073220806575
185,Cohort,0.04583333333333334,0.008535073220806575
186,Cohort,0.04750000000000001,0.008535073220806575
187,Cohort,0.04833333333333334,0.008535073220806575
188,Cohort,0.049166666666666664,0.008535073220806575
189,Cohort,0.049999999999999996,0.008535073220806575
190,Cohort,0.051666666666666666,0.008535073220806575
191,Cohort,0.05333333333333334,0.008535073220806575
192,Cohort,0.055,0.008535073220806575
193,Cohort,0.055,0.008535073220806575
194,Cohort,0.055,0.008535073220806575
195,Cohort,0.0575,0.008535073220806575
196,Cohort,0.06083333333333333,0.008535073220806575
197,Cohort,0.0625,0.008535073220806575
198,Cohort,0.06333333333333334,0.008535073220806575
199,Cohort,0.06416666666666666,0.008535073220806575
200,Cohort,0.06416666666666666,0.008535073220806575
201,Cohort,0.06583333333333334,0.008535073220806575
202,Cohort,0.06583333333333334,0.008535073220806575
203,Cohort,0.06666666666666667,0.008535073220806575
204,Cohort,0.06666666666666667,0.008535073220806575
205,Cohort,0.06666666666666667,0.008535073220806575
206,Cohort,0.0675,0.008535073220806575
207,Cohort,0.0675,0.008535073220806575
208,Cohort,0.06833333333333334,0.008535073220806575
209,Cohort,0.06833333333333334,0.008535073220806575
210,Cohort,0.06999999999999999,0.008535073220806575
211,Cohort,0.06999999999999999,0.008535073220806575
212,Cohort,0.06999999999999999,0.008535073220806575
213,Cohort,0.07083333333333333,0.008535073220806575
214,Cohort,0.07166666666666667,0.008535073220806575
215,Cohort,0.07166666666666667,0.008535073220806575
216,Cohort,0.07333333333333333,0.008535073220806575
217,Cohort,0.07333333333333333,0.008535073220806575
218,Cohort,0.07583333333333334,0.008535073220806575
219,Cohort,0.07833333333333334,0.008535073220806575
220,Cohort,0.08,0.008535073220806575
221,Cohort,0.08416666666666667,0.008535073220806575
222,Cohort,0.08750000000000001,0.008535073220806575
223,Cohort,0.08916666666666667,0.008535073220806575
224,Cohort,0.09250000000000001,0.008535073220806575
225,Cohort,0.09416666666666666,0.008535073220806575
226,Cohort,0.09500000000000001,0.008535073220806575
227,Cohort,0.09833333333333333,0.008535073220806575
228,Cohort,0.09999999999999999,0.008535073220806575
229,Cohort,0.10083333333333333,0.008535073220806575
230,Cohort,0.10416666666666667,0.008535073220806575
231,Cohort,0.10583333333333333,0.008535073220806575
232,Cohort,0.10666666666666667,0.008535073220806575
233,Cohort,0.1075,0.008535073220806575
234,Cohort,0.1075,0.008535073220806575
235,Cohort,0.1075,0.008535073220806575
236,Cohort,0.1075,0.008535073220806575
237,Cohort,0.10833333333333334,0.008535073220806575
238,Cohort,0.11083333333333334,0.008535073220806575
239,Cohort,0.11083333333333334,0.008535073220806575
240,Cohort,0.11333333333333334,0.008535073220806575
241,Cohort,0.115,0.008535073220806575
242,Cohort,0.1175,0.008535073220806575
243,Cohort,0.11916666666666666,0.008535073220806575
244,Cohort,0.12166666666666666,0.008535073220806575
245,Cohort,0.1225,0.008535073220806575
246,Cohort,0.12333333333333334,0.008535073220806575
247,Cohort,0.12583333333333332,0.008535073220806575
248,Cohort,0.12583333333333332,0.008535073220806575
249,Cohort,0.1275,0.008535073220806575
250,Cohort,0.12833333333333333,0.008535073220806575
251,Cohort,0.13,0.008535073220806575
252,Cohort,0.13166666666666668,0.008535073220806575
253,Cohort,0.13416666666666668,0.008535073220806575
254,Cohort,0.13416666666666668,0.008535073220806575
255,Cohort,0.135,0.008535073220806575
256,Cohort,0.1366666666666667,0.008535073220806575
257,Cohort,0.13749999999999998,0.008535073220806575
258,Cohort,0.13916666666666666,0.008535073220806575
259,Cohort,0.14083333333333334,0.008535073220806575
260,Cohort,0.14166666666666666,0.008535073220806575
261,Cohort,0.14333333333333334,0.008535073220806575
262,Cohort,0.145,0.008535073220806575
263,Cohort,0.14666666666666667,0.008535073220806575
264,Cohort,0.14583333333333334,0.008535073220806575
265,Cohort,0.14666666666666667,0.008535073220806575
266,Cohort,0.1475,0.008535073220806575
267,Cohort,0.14833333333333334,0.008535073220806575
268,Cohort,0.14916666666666667,0.008535073220806575
269,Cohort,0.15,0.008535073220806575
270,Cohort,0.15166666666666667,0.008535073220806575
271,Cohort,0.1525,0.008535073220806575
272,Cohort,0.1525,0.008535073220806575
273,Cohort,0.15333333333333335,0.008535073220806575
274,Cohort,0.15416666666666667,0.008535073220806575
275,Cohort,0.15666666666666668,0.008535073220806575
276,Cohort,0.15833333333333335,0.008535073220806575
277,Cohort,0.15833333333333335,0.008535073220806575
278,Cohort,0.15833333333333335,0.008535073220806575
279,Cohort,0.16,0.008535073220806575
280,Cohort,0.16083333333333333,0.008535073220806575
281,Cohort,0.16416666666666666,0.008535073220806575
282,Cohort,0.16583333333333333,0.008535073220806575
283,Cohort,0.1675,0.008535073220806575
284,Cohort,0.16833333333333333,0.008535073220806575
285,Cohort,0.1708333333333333,0.008535073220806575
286,Cohort,0.1708333333333333,0.008535073220806575
287,Cohort,0.17166666666666666,0.008535073220806575
288,Cohort,0.17166666666666666,0.008535073220806575
289,Cohort,0.17166666666666666,0.008535073220806575
290,Cohort,0.17166666666666666,0.008535073220806575
291,Cohort,0.17333333333333334,0.008535073220806575
292,Cohort,0.17416666666666666,0.008535073220806575
293,Cohort,0.17416666666666666,0.008535073220806575
294,Cohort,0.17500000000000002,0.008535073220806575
295,Cohort,0.17666666666666667,0.008535073220806575
296,Cohort,0.17666666666666667,0.008535073220806575
297,Cohort,0.1775,0.008535073220806575
298,Cohort,0.1775,0.008535073220806575
299,Cohort,0.17916666666666667,0.008535073220806575
300,Cohort,0.18000000000000002,0.008535073220806575
301,Cohort,0.1825,0.008535073220806575
302,Cohort,0.1825,0.008535073220806575
303,Cohort,0.18333333333333335,0.008535073220806575
304,Cohort,0.18333333333333335,0.008535073220806575
305,Cohort,0.18666666666666668,0.008535073220806575
306,Cohort,0.18916666666666668,0.008535073220806575
307,Cohort,0.19166666666666665,0.008535073220806575
308,Cohort,0.1925,0.008535073220806575
309,Cohort,0.1991666666666667,0.008535073220806575
310,Cohort,0.20083333333333334,0.008535073220806575
311,Cohort,0.20166666666666666,0.008535073220806575
312,Cohort,0.2025,0.008535073220806575
313,Cohort,0.2025,0.008535073220806575
314,Cohort,0.20333333333333334,0.008535073220806575
315,Cohort,0.20333333333333334,0.008535073220806575
316,Cohort,0.2041666666666667,0.008535073220806575
317,Cohort,0.20666666666666667,0.008535073220806575
318,Cohort,0.20750000000000002,0.008535073220806575
319,Cohort,0.20833333333333334,0.008535073220806575
320,Cohort,0.21166666666666667,0.008535073220806575
321,Cohort,0.21333333333333335,0.008535073220806575
322,Cohort,0.21583333333333332,0.008535073220806575
323,Cohort,0.21666666666666667,0.008535073220806575
324,Cohort,0.21916666666666665,0.008535073220806575
325,Cohort,0.22,0.008535073220806575
326,Cohort,0.22,0.008535073220806575
327,Cohort,0.22083333333333333,0.008535073220806575
328,Cohort,0.22166666666666668,0.008535073220806575
329,Cohort,0.2225,0.008535073220806575
330,Cohort,0.225,0.008535073220806575
331,Cohort,0.22583333333333333,0.008535073220806575
332,Cohort,0.22583333333333333,0.008535073220806575
333,Cohort,0.2275,0.008535073220806575
334,Cohort,0.22833333333333336,0.008535073220806575
335,Cohort,0.22916666666666666,0.008535073220806575
336,Cohort,0.23,0.008535073220806575
337,Cohort,0.23,0.008535073220806575
338,Cohort,0.2316666666666667,0.008535073220806575
339,Cohort,0.23416666666666666,0.008535073220806575
340,Cohort,0.23666666666666666,0.008535073220806575
341,Cohort,0.23750000000000002,0.008535073220806575
342,Cohort,0.2383333333333333,0.008535073220806575
343,Cohort,0.2383333333333333,0.008535073220806575
344,Cohort,0.23916666666666667,0.008535073220806575
345,Cohort,0.23916666666666667,0.008535073220806575
346,Cohort,0.23916666666666667,0.008535073220806575
347,Cohort,0.23916666666666667,0.008535073220806575
348,Cohort,0.23916666666666667,0.008535073220806575
349,Cohort,0.24083333333333332,0.008535073220806575
350,Cohort,0.24166666666666667,0.008535073220806575
351,Cohort,0.24166666666666667,0.008535073220806575
352,Cohort,0.24166666666666667,0.008535073220806575
353,Cohort,0.24250000000000002,0.008535073220806575
354,Cohort,0.24250000000000002,0.008535073220806575
355,Cohort,0.24,0.008535073220806575
356,Cohort,0.23916666666666667,0.008535073220806575
357,Cohort,0.24,0.008535073220806575
358,Cohort,0.24083333333333334,0.008535073220806575
359,Cohort,0.24166666666666667,0.008535073220806575
360,Cohort,0.24083333333333334,0.008535073220806575
361,Cohort,0.24083333333333334,0.008535073220806575
362,Cohort,0.24083333333333334,0.008535073220806575
363,Cohort,0.24166666666666667,0.008535073220806575
364,Cohort,0.24166666666666667,0.008535073220806575
365,Cohort,0.24250000000000002,0.008535073220806575
366,Cohort,0.24250000000000002,0.008535073220806575
367,Cohort,0.24333333333333332,0.008535073220806575
368,Cohort,0.24416666666666667,0.008535073220806575
369,Cohort,0.24749999999999997,0.008535073220806575
370,Cohort,0.24749999999999997,0.008535073220806575
371,Cohort,0.24749999999999997,0.008535073220806575
372,Cohort,0.24749999999999997,0.008535073220806575
373,Cohort,0.24749999999999997,0.008535073220806575
374,Cohort,0.24749999999999997,0.008535073220806575
375,Cohort,0.24583333333333335,0.008535073220806575
376,Cohort,0.245,0.008535073220806575
377,Cohort,0.245,0.008535073220806575
378,Cohort,0.24333333333333332,0.008535073220806575
379,Cohort,0.24333333333333332,0.008535073220806575
380,Cohort,0.24333333333333332,0.008535073220806575
381,Cohort,0.24416666666666667,0.008535073220806575
382,Cohort,0.24333333333333332,0.008535073220806575
383,Cohort,0.24250000000000002,0.008535073220806575
384,Cohort,0.24333333333333332,0.008535073220806575
385,Cohort,0.24333333333333332,0.008535073220806575
386,Cohort,0.24416666666666667,0.008535073220806575
387,Cohort,0.24416666666666667,0.008535073220806575
388,Cohort,0.24583333333333335,0.008535073220806575
389,Cohort,0.245,0.008535073220806575
390,Cohort,0.24416666666666667,0.008535073220806575
391,Cohort,0.245,0.008535073220806575
392,Cohort,0.24583333333333332,0.008535073220806575
393,Cohort,0.24666666666666667,0.008535073220806575
394,Cohort,0.24833333333333332,0.008535073220806575
395,Cohort,0.24833333333333332,0.008535073220806575
396,Cohort,0.24833333333333332,0.008535073220806575
397,Cohort,0.24916666666666665,0.008535073220806575
398,Cohort,0.24833333333333332,0.008535073220806575
399,Cohort,0.24666666666666667,0.008535073220806575
400,Cohort,0.24666666666666667,0.008535073220806575
401,Cohort,0.24666666666666667,0.008535073220806575
402,Cohort,0.24666666666666667,0.008535073220806575
403,Cohort,0.24666666666666667,0.008535073220806575
404,Cohort,0.24583333333333332,0.008535073220806575
405,Cohort,0.245,0.008535073220806575
406,Cohort,0.24416666666666667,0.008535073220806575
407,Cohort,0.24583333333333332,0.008535073220806575
408,Cohort,0.24583333333333332,0.008535073220806575
409,Cohort,0.245,0.008535073220806575
410,Cohort,0.245,0.008535073220806575
411,Cohort,0.24416666666666664,0.008535073220806575
412,Cohort,0.245,0.008535073220806575
413,Cohort,0.24416666666666664,0.008535073220806575
414,Cohort,0.24249999999999997,0.008535073220806575
415,Cohort,0.24249999999999997,0.008535073220806575
416,Cohort,0.24250000000000002,0.008535073220806575
417,Cohort,0.24416666666666667,0.008535073220806575
418,Cohort,0.245,0.008535073220806575
419,Cohort,0.24416666666666667,0.008535073220806575
420,Cohort,0.24416666666666667,0.008535073220806575
421,Cohort,0.24416666666666667,0.008535073220806575
422,Cohort,0.24416666666666667,0.008535073220806575
423,Cohort,0.24333333333333332,0.008535073220806575
424,Cohort,0.24333333333333332,0.008535073220806575
425,Cohort,0.24250000000000002,0.008535073220806575
426,Cohort,0.24166666666666667,0.008535073220806575
427,Cohort,0.24166666666666667,0.008535073220806575
428,Cohort,0.24,0.008535073220806575
429,Cohort,0.23916666666666667,0.008535073220806575
430,Cohort,0.24,0.008535073220806575
431,Cohort,0.24,0.008535073220806575
432,Cohort,0.24083333333333334,0.008535073220806575
433,Cohort,0.24083333333333334,0.008535073220806575
434,Cohort,0.24083333333333334,0.008535073220806575
435,Cohort,0.24083333333333334,0.008535073220806575
436,Cohort,0.24083333333333334,0.008535073220806575
437,Cohort,0.24,0.008535073220806575
438,Cohort,0.23916666666666667,0.008535073220806575
439,Cohort,0.23916666666666667,0.008535073220806575
440,Cohort,0.24,0.008535073220806575
441,Cohort,0.2383333333333333,0.008535073220806575
442,Cohort,0.2383333333333333,0.008535073220806575
443,Cohort,0.2383333333333333,0.008535073220806575
444,Cohort,0.23750000000000002,0.008535073220806575
445,Cohort,0.23750000000000002,0.008535073220806575
446,Cohort,0.23750000000000002,0.008535073220806575
447,Cohort,0.23750000000000002,0.008535073220806575
448,Cohort,0.23750000000000002,0.008535073220806575
449,Cohort,0.23750000000000002,0.008535073220806575
450,Cohort,0.23750000000000002,0.008535073220806575
451,Cohort,0.23750000000000002,0.008535073220806575
452,Cohort,0.23666666666666666,0.008535073220806575
453,Cohort,0.23583333333333334,0.008535073220806575
454,Cohort,0.23500000000000001,0.008535073220806575
455,Cohort,0.23416666666666666,0.008535073220806575
456,Cohort,0.23416666666666666,0.008535073220806575
457,Cohort,0.2333333333333333,0.008535073220806575
458,Cohort,0.2325,0.008535073220806575
459,Cohort,0.23416666666666666,0.008535073220806575
460,Cohort,0.23416666666666666,0.008535073220806575
461,Cohort,0.23333333333333336,0.008535073220806575
462,Cohort,0.23083333333333333,0.008535073220806575
463,Cohort,0.23,0.008535073220806575
464,Cohort,0.23,0.008535073220806575
465,Cohort,0.23,0.008535073220806575
466,Cohort,0.23,0.008535073220806575
467,Cohort,0.22833333333333336,0.008535073220806575
468,Cohort,0.22833333333333336,0.008535073220806575
469,Cohort,0.22666666666666668,0.008535073220806575
470,Cohort,0.22583333333333333,0.008535073220806575
471,Cohort,0.22583333333333333,0.008535073220806575
472,Cohort,0.225,0.008535073220806575
473,Cohort,0.225,0.008535073220806575
474,Cohort,0.225,0.008535073220806575
475,Cohort,0.225,0.008535073220806575
476,Cohort,0.225,0.008535073220806575
477,Cohort,0.22583333333333333,0.008535073220806575
478,Cohort,0.225,0.008535073220806575
479,Cohort,0.225,0.008535073220806575
480,Cohort,0.22416666666666665,0.008535073220806575
481,Cohort,0.22416666666666665,0.008535073220806575
482,Cohort,0.22416666666666665,0.008535073220806575
483,Cohort,0.2225,0.008535073220806575
484,Cohort,0.22166666666666668,0.008535073220806575
485,Cohort,0.22083333333333333,0.008535073220806575
486,Cohort,0.22,0.008535073220806575
487,Cohort,0.22,0.008535073220806575
488,Cohort,0.21916666666666665,0.008535073220806575
489,Cohort,0.21666666666666667,0.008535073220806575
490,Cohort,0.2175,0.008535073220806575
491,Cohort,0.2175,0.008535073220806575
492,Cohort,0.2175,0.008535073220806575
493,Cohort,0.2175,0.008535073220806575
494,Cohort,0.2175,0.008535073220806575
495,Cohort,0.2175,0.008535073220806575
496,Cohort,0.21666666666666667,0.008535073220806575
497,Cohort,0.215,0.008535073220806575
498,Cohort,0.215,0.008535073220806575
499,Cohort,0.21416666666666664,0.008535073220806575
500,Cohort,0.21333333333333335,0.008535073220806575
501,Cohort,0.2125,0.008535073220806575
502,Cohort,0.21166666666666667,0.008535073220806575
503,Cohort,0.2125,0.008535073220806575
504,Cohort,0.21333333333333335,0.008535073220806575
505,Cohort,0.21416666666666664,0.008535073220806575
506,Cohort,0.21416666666666664,0.008535073220806575
507,Cohort,0.2125,0.008535073220806575
508,Cohort,0.2125,0.008535073220806575
509,Cohort,0.21166666666666667,0.008535073220806575
510,Cohort,0.21166666666666667,0.008535073220806575
511,Cohort,0.21,0.008535073220806575
512,Cohort,0.20916666666666664,0.008535073220806575
513,Cohort,0.20916666666666664,0.008535073220806575
514,Cohort,0.20916666666666664,0.008535073220806575
515,Cohort,0.20833333333333334,0.008535073220806575
516,Cohort,0.20833333333333334,0.008535073220806575
517,Cohort,0.20666666666666667,0.008535073220806575
518,Cohort,0.20583333333333334,0.008535073220806575
519,Cohort,0.20583333333333334,0.008535073220806575
520,Cohort,0.205,0.008535073220806575
521,Cohort,0.2058333333333333,0.008535073220806575
522,Cohort,0.2041666666666667,0.008535073220806575
523,Cohort,0.20333333333333334,0.008535073220806575
524,Cohort,0.2025,0.008535073220806575
525,Cohort,0.2025,0.008535073220806575
526,Cohort,0.2025,0.008535073220806575
527,Cohort,0.20166666666666666,0.008535073220806575
528,Cohort,0.20166666666666666,0.008535073220806575
529,Cohort,0.20083333333333334,0.008535073220806575
530,Cohort,0.19999999999999998,0.008535073220806575
531,Cohort,0.1991666666666667,0.008535073220806575
532,Cohort,0.19833333333333333,0.008535073220806575
533,Cohort,0.19666666666666666,0.008535073220806575
534,Cohort,0.19583333333333333,0.008535073220806575
535,Cohort,0.19666666666666666,0.008535073220806575
536,Cohort,0.19583333333333333,0.008535073220806575
537,Cohort,0.19499999999999998,0.008535073220806575
538,Cohort,0.19416666666666668,0.008535073220806575
539,Cohort,0.19333333333333333,0.008535073220806575
540,Cohort,0.1925,0.008535073220806575
541,Cohort,0.19083333333333333,0.008535073220806575
542,Cohort,0.19083333333333333,0.008535073220806575
543,Cohort,0.19000000000000003,0.008535073220806575
544,Cohort,0.18916666666666668,0.008535073220806575
545,Cohort,0.18916666666666668,0.008535073220806575
546,Cohort,0.18833333333333332,0.008535073220806575
547,Cohort,0.1875,0.008535073220806575
548,Cohort,0.18666666666666668,0.008535073220806575
549,Cohort,0.18666666666666668,0.008535073220806575
550,Cohort,0.18416666666666667,0.008535073220806575
551,Cohort,0.18333333333333335,0.008535073220806575
552,Cohort,0.18166666666666667,0.008535073220806575
553,Cohort,0.17916666666666667,0.008535073220806575
554,Cohort,0.17916666666666667,0.008535073220806575
555,Cohort,0.17833333333333334,0.008535073220806575
556,Cohort,0.1775,0.008535073220806575
557,Cohort,0.1775,0.008535073220806575
558,Cohort,0.1758333333333333,0.008535073220806575
559,Cohort,0.17500000000000002,0.008535073220806575
560,Cohort,0.17500000000000002,0.008535073220806575
561,Cohort,0.17416666666666666,0.008535073220806575
562,Cohort,0.17416666666666666,0.008535073220806575
563,Cohort,0.17416666666666666,0.008535073220806575
564,Cohort,0.17333333333333334,0.008535073220806575
565,Cohort,0.17250000000000001,0.008535073220806575
566,Cohort,0.17166666666666666,0.008535073220806575
567,Cohort,0.1708333333333333,0.008535073220806575
568,Cohort,0.17,0.008535073220806575
569,Cohort,0.17,0.008535073220806575
570,Cohort,0.16749999999999998,0.008535073220806575
571,Cohort,0.16833333333333333,0.008535073220806575
572,Cohort,0.16749999999999998,0.008535073220806575
573,Cohort,0.16666666666666666,0.008535073220806575
574,Cohort,0.16666666666666666,0.008535073220806575
575,Cohort,0.16583333333333333,0.008535073220806575
576,Cohort,0.16583333333333333,0.008535073220806575
577,Cohort,0.16583333333333333,0.008535073220806575
578,Cohort,0.16666666666666666,0.008535073220806575
579,Cohort,0.16583333333333333,0.008535073220806575
580,Cohort,0.16583333333333333,0.008535073220806575
581,Cohort,0.16333333333333333,0.008535073220806575
582,Cohort,0.1625,0.008535073220806575
583,Cohort,0.16083333333333333,0.008535073220806575
584,Cohort,0.16083333333333333,0.008535073220806575
585,Cohort,0.16083333333333333,0.008535073220806575
586,Cohort,0.16083333333333333,0.008535073220806575
587,Cohort,0.15666666666666665,0.008535073220806575
588,Cohort,0.155,0.008535073220806575
589,Cohort,0.15333333333333335,0.008535073220806575
590,Cohort,0.1525,0.008535073220806575
591,Cohort,0.1525,0.008535073220806575
592,Cohort,0.1525,0.008535073220806575
593,Cohort,0.15,0.008535073220806575
594,Cohort,0.15,0.008535073220806575
595,Cohort,0.14916666666666667,0.008535073220806575
596,Cohort,0.14916666666666667,0.008535073220806575
597,Cohort,0.14833333333333334,0.008535073220806575
598,Cohort,0.14666666666666667,0.008535073220806575
599,Cohort,0.14666666666666667,0.008535073220806575
600,Cohort,0.14416666666666667,0.008535073220806575
601,Cohort,0.14166666666666666,0.008535073220806575
602,Cohort,0.14083333333333334,0.008535073220806575
603,Cohort,0.14083333333333334,0.008535073220806575
604,Cohort,0.14083333333333334,0.008535073220806575
605,Cohort,0.14083333333333334,0.008535073220806575
606,Cohort,0.13916666666666666,0.008535073220806575
607,Cohort,0.13666666666666666,0.008535073220806575
608,Cohort,0.135,0.008535073220806575
609,Cohort,0.13416666666666668,0.008535073220806575
610,Cohort,0.1325,0.008535073220806575
611,Cohort,0.13166666666666668,0.008535073220806575
612,Cohort,0.13166666666666668,0.008535073220806575
613,Cohort,0.13083333333333333,0.008535073220806575
614,Cohort,0.13,0.008535073220806575
615,Cohort,0.12916666666666668,0.008535073220806575
616,Cohort,0.12916666666666668,0.008535073220806575
617,Cohort,0.12666666666666668,0.008535073220806575
618,Cohort,0.12666666666666668,0.008535073220806575
619,Cohort,0.12333333333333334,0.008535073220806575
620,Cohort,0.12333333333333334,0.008535073220806575
621,Cohort,0.12333333333333334,0.008535073220806575
622,Cohort,0.12333333333333334,0.008535073220806575
623,Cohort,0.1225,0.008535073220806575
624,Cohort,0.12166666666666666,0.008535073220806575
625,Cohort,0.12166666666666666,0.008535073220806575
626,Cohort,0.12083333333333333,0.008535073220806575
627,Cohort,0.12,0.008535073220806575
628,Cohort,0.12,0.008535073220806575
629,Cohort,0.12,0.008535073220806575
630,Cohort,0.11916666666666666,0.008535073220806575
631,Cohort,0.11916666666666666,0.008535073220806575
632,Cohort,0.11916666666666666,0.008535073220806575
633,Cohort,0.11750000000000001,0.008535073220806575
634,Cohort,0.11583333333333334,0.008535073220806575
635,Cohort,0.11499999999999999,0.008535073220806575
636,Cohort,0.11499999999999999,0.008535073220806575
637,Cohort,0.11416666666666668,0.008535073220806575
638,Cohort,0.11166666666666665,0.008535073220806575
639,Cohort,0.11166666666666665,0.008535073220806575
640,Cohort,0.11083333333333334,0.008535073220806575
641,Cohort,0.10999999999999999,0.008535073220806575
642,Cohort,0.10916666666666668,0.008535073220806575
643,Cohort,0.10916666666666668,0.008535073220806575
644,Cohort,0.1075,0.008535073220806575
645,Cohort,0.10583333333333333,0.008535073220806575
646,Cohort,0.10583333333333333,0.008535073220806575
647,Cohort,0.10583333333333333,0.008535073220806575
648,Cohort,0.10333333333333333,0.008535073220806575
649,Cohort,0.10166666666666667,0.008535073220806575
650,Cohort,0.10083333333333333,0.008535073220806575
651,Cohort,0.10083333333333333,0.008535073220806575
652,Cohort,0.10083333333333333,0.008535073220806575
653,Cohort,0.10083333333333333,0.008535073220806575
654,Cohort,0.09916666666666667,0.008535073220806575
655,Cohort,0.09833333333333333,0.008535073220806575
656,Cohort,0.09666666666666666,0.008535073220806575
657,Cohort,0.09666666666666666,0.008535073220806575
658,Cohort,0.09583333333333333,0.008535073220806575
659,Cohort,0.09500000000000001,0.008535073220806575
660,Cohort,0.09500000000000001,0.008535073220806575
661,Cohort,0.09416666666666668,0.008535073220806575
662,Cohort,0.09416666666666668,0.008535073220806575
663,Cohort,0.09166666666666667,0.008535073220806575
664,Cohort,0.09166666666666667,0.008535073220806575
665,Cohort,0.09083333333333334,0.008535073220806575
666,Cohort,0.09000000000000001,0.008535073220806575
667,Cohort,0.08916666666666667,0.008535073220806575
668,Cohort,0.08916666666666667,0.008535073220806575
669,Cohort,0.08916666666666667,0.008535073220806575
670,Cohort,0.08916666666666667,0.008535073220806575
671,Cohort,0.08916666666666667,0.008535073220806575
672,Cohort,0.08916666666666667,0.008535073220806575
673,Cohort,0.08833333333333333,0.008535073220806575
674,Cohort,0.08833333333333333,0.008535073220806575
675,Cohort,0.08750000000000001,0.008535073220806575
676,Cohort,0.08666666666666667,0.008535073220806575
677,Cohort,0.08666666666666667,0.008535073220806575
678,Cohort,0.085,0.008535073220806575
679,Cohort,0.085,0.008535073220806575
680,Cohort,0.08416666666666667,0.008535073220806575
681,Cohort,0.0825,0.008535073220806575
682,Cohort,0.0825,0.008535073220806575
683,Cohort,0.0825,0.008535073220806575
684,Cohort,0.0825,0.008535073220806575
685,Cohort,0.08083333333333333,0.008535073220806575
686,Cohort,0.07916666666666666,0.008535073220806575
687,Cohort,0.07833333333333332,0.008535073220806575
688,Cohort,0.07833333333333332,0.008535073220806575
689,Cohort,0.07666666666666667,0.008535073220806575
690,Cohort,0.07666666666666667,0.008535073220806575
691,Cohort,0.07583333333333334,0.008535073220806575
692,Cohort,0.075,0.008535073220806575
693,Cohort,0.07416666666666667,0.008535073220806575
694,Cohort,0.07333333333333333,0.008535073220806575
695,Cohort,0.07333333333333333,0.008535073220806575
696,Cohort,0.07333333333333333,0.008535073220806575
697,Cohort,0.0725,0.008535073220806575
698,Cohort,0.07083333333333333,0.008535073220806575
699,Cohort,0.06999999999999999,0.008535073220806575
700,Cohort,0.06916666666666667,0.008535073220806575
701,Cohort,0.06916666666666667,0.008535073220806575
702,Cohort,0.06916666666666667,0.008535073220806575
703,Cohort,0.0675,0.008535073220806575
704,Cohort,0.06666666666666667,0.008535073220806575
705,Cohort,0.06666666666666667,0.008535073220806575
706,Cohort,0.06583333333333334,0.008535073220806575
707,Cohort,0.06416666666666666,0.008535073220806575
708,Cohort,0.06416666666666666,0.008535073220806575
709,Cohort,0.06333333333333334,0.008535073220806575
710,Cohort,0.06333333333333334,0.008535073220806575
711,Cohort,0.06333333333333334,0.008535073220806575
712,Cohort,0.06333333333333334,0.008535073220806575
713,Cohort,0.06333333333333334,0.008535073220806575
714,Cohort,0.0625,0.008535073220806575
715,Cohort,0.06166666666666667,0.008535073220806575
716,Cohort,0.06083333333333333,0.008535073220806575
717,Cohort,0.06083333333333333,0.008535073220806575
718,Cohort,0.06,0.008535073220806575
719,Cohort,0.059166666666666666,0.008535073220806575
720,Cohort,0.05833333333333333,0.008535073220806575
721,Cohort,0.05666666666666667,0.008535073220806575
722,Cohort,0.055,0.008535073220806575
723,Cohort,0.05416666666666667,0.008535073220806575
724,Cohort,0.05333333333333334,0.008535073220806575
725,Cohort,0.05333333333333334,0.008535073220806575
726,Cohort,0.05333333333333334,0.008535073220806575
727,Cohort,0.0525,0.008535073220806575
728,Cohort,0.051666666666666666,0.008535073220806575
729,Cohort,0.050833333333333335,0.008535073220806575
730,Cohort,0.049999999999999996,0.008535073220806575
731,Cohort,0.049999999999999996,0.008535073220806575
732,Cohort,0.049166666666666664,0.008535073220806575
733,Cohort,0.049166666666666664,0.008535073220806575
734,Cohort,0.04833333333333334,0.008535073220806575
735,Cohort,0.04750000000000001,0.008535073220806575
736,Cohort,0.04750000000000001,0.008535073220806575
737,Cohort,0.04750000000000001,0.008535073220806575
738,Cohort,0.04750000000000001,0.008535073220806575
739,Cohort,0.04583333333333334,0.008535073220806575
740,Cohort,0.045000000000000005,0.008535073220806575
741,Cohort,0.045000000000000005,0.008535073220806575
742,Cohort,0.04416666666666667,0.008535073220806575
743,Cohort,0.04416666666666667,0.008535073220806575
744,Cohort,0.043333333333333335,0.008535073220806575
745,Cohort,0.043333333333333335,0.008535073220806575
746,Cohort,0.0425,0.008535073220806575
747,Cohort,0.0425,0.008535073220806575
748,Cohort,0.0425,0.008535073220806575
749,Cohort,0.041666666666666664,0.008535073220806575
750,Cohort,0.041666666666666664,0.008535073220806575
751,Cohort,0.041666666666666664,0.008535073220806575
752,Cohort,0.041666666666666664,0.008535073220806575
753,Cohort,0.041666666666666664,0.008535073220806575
754,Cohort,0.04083333333333333,0.008535073220806575
755,Cohort,0.04,0.008535073220806575
756,Cohort,0.04,0.008535073220806575
757,Cohort,0.04,0.008535073220806575
758,Cohort,0.04,0.008535073220806575
759,Cohort,0.04,0.008535073220806575
760,Cohort,0.04,0.008535073220806575
761,Cohort,0.04,0.008535073220806575
762,Cohort,0.04,0.008535073220806575
763,Cohort,0.04,0.008535073220806575
764,Cohort,0.04,0.008535073220806575
765,Cohort,0.04,0.008535073220806575
766,Cohort,0.04,0.008535073220806575
